Image,R,G,B,His_AVG,His_STD,Label
482302156142.png,128,103,61,108,73,502
482302156142.png,129,103,60,95,67,502
482302156142.png,131,105,62,91,70,502
482302156142.png,135,109,65,85,64,502
482302156142.png,124,99,57,82,63,502
482302156142.png,129,104,61,96,66,502
482302156142.png,129,104,61,106,81,502
482302156142.png,134,107,64,106,72,502
482302156142.png,127,102,59,111,66,502
484228175210.png,108,86,49,67,53,502
484228175210.png,107,85,48,53,42,502
484228175210.png,107,86,48,53,40,502
484228175210.png,107,86,48,51,38,502
484228175210.png,105,84,47,55,43,502
484228175210.png,108,87,49,58,52,502
484228175210.png,106,85,47,58,57,502
484228175210.png,107,86,48,51,63,502
484228175210.png,107,86,48,53,54,502
484228175210.png,108,86,49,67,53,502
484228175210.png,107,85,48,53,42,502
484228175210.png,107,86,48,53,40,502
484228175210.png,107,86,48,51,38,502
484228175210.png,105,84,47,55,43,502
484228175210.png,108,87,49,58,52,502
484228175210.png,106,85,47,58,57,502
484228175210.png,107,86,48,51,63,502
484228175210.png,107,86,48,53,54,502
494224198235.png,135,112,73,94,76,502
494224198235.png,132,109,68,76,68,502
494224198235.png,132,109,69,67,48,502
494224198235.png,133,110,71,77,61,502
494224198235.png,134,111,71,72,58,502
494224198235.png,135,112,72,71,69,502
494224198235.png,133,110,70,88,81,502
494224198235.png,133,110,71,81,72,502
494224198235.png,134,111,71,83,73,502
494224198235.png,135,112,73,94,76,502
494224198235.png,132,109,68,76,68,502
494224198235.png,132,109,69,67,48,502
494224198235.png,133,110,71,77,61,502
494224198235.png,134,111,71,72,58,502
494224198235.png,135,112,72,71,69,502
494224198235.png,133,110,70,88,81,502
494224198235.png,133,110,71,81,72,502
494224198235.png,134,111,71,83,73,502
504290187218.png,136,113,74,78,63,502
504290187218.png,136,113,73,78,62,502
504290187218.png,133,110,71,78,57,502
504290187218.png,134,112,72,61,48,502
504290187218.png,136,113,74,72,61,502
504290187218.png,135,113,73,73,63,502
504290187218.png,133,111,71,73,63,502
504290187218.png,134,111,71,77,72,502
504290187218.png,134,111,72,72,61,502
504290187218.png,136,113,74,78,63,502
504290187218.png,136,113,73,78,62,502
504290187218.png,133,110,71,78,57,502
504290187218.png,134,112,72,61,48,502
504290187218.png,136,113,74,72,61,502
504290187218.png,135,113,73,73,63,502
504290187218.png,133,111,71,73,63,502
504290187218.png,134,111,71,77,72,502
504290187218.png,134,111,72,72,61,502
505181151180.png,82,65,34,45,54,502
505181151180.png,82,66,34,45,50,502
505181151180.png,83,66,34,44,51,502
505181151180.png,82,66,34,43,46,502
505181151180.png,82,65,34,44,49,502
505181151180.png,82,66,34,42,53,502
505181151180.png,83,66,34,45,59,502
505181151180.png,83,66,34,41,53,502
505181151180.png,82,65,34,42,53,502
505181151180.png,82,65,34,45,54,502
505181151180.png,82,66,34,45,50,502
505181151180.png,83,66,34,44,51,502
505181151180.png,82,66,34,43,46,502
505181151180.png,82,65,34,44,49,502
505181151180.png,82,66,34,42,53,502
505181151180.png,83,66,34,45,59,502
505181151180.png,83,66,34,41,53,502
505181151180.png,82,65,34,42,53,502
516190160187.png,126,104,65,85,68,502
516190160187.png,122,101,62,56,48,502
516190160187.png,123,102,62,54,44,502
516190160187.png,124,102,63,65,50,502
516190160187.png,124,102,63,68,58,502
516190160187.png,123,102,62,67,62,502
516190160187.png,123,102,62,67,56,502
516190160187.png,124,102,63,62,55,502
516190160187.png,125,103,63,71,56,502
516190160187.png,126,104,65,85,68,502
516190160187.png,122,101,62,56,48,502
516190160187.png,123,102,62,54,44,502
516190160187.png,124,102,63,65,50,502
516190160187.png,124,102,63,68,58,502
516190160187.png,123,102,62,67,62,502
516190160187.png,123,102,62,67,56,502
516190160187.png,124,102,63,62,55,502
516190160187.png,125,103,63,71,56,502
517145163198.png,71,55,28,44,57,502
517145163198.png,71,54,27,43,53,502
517145163198.png,71,55,28,42,52,502
517145163198.png,71,55,27,43,52,502
517145163198.png,70,54,27,45,60,502
517145163198.png,71,55,28,44,59,502
517145163198.png,71,55,27,47,59,502
517145163198.png,71,55,28,41,59,502
517145163198.png,71,55,27,40,54,502
517145163198.png,71,55,28,44,57,502
517145163198.png,71,54,27,43,53,502
517145163198.png,71,55,28,42,52,502
517145163198.png,71,55,27,43,52,502
517145163198.png,70,54,27,45,60,502
517145163198.png,71,55,28,44,59,502
517145163198.png,71,55,27,47,59,502
517145163198.png,71,55,28,41,59,502
517145163198.png,71,55,27,40,54,502
517190154185.png,122,101,61,75,57,502
517190154185.png,120,99,59,61,54,502
517190154185.png,122,100,61,55,50,502
517190154185.png,122,101,61,57,53,502
517190154185.png,122,101,60,63,61,502
517190154185.png,120,99,58,63,63,502
517190154185.png,121,100,60,58,51,502
517190154185.png,121,100,60,58,50,502
517190154185.png,121,100,60,69,53,502
517190154185.png,122,101,61,75,57,502
517190154185.png,120,99,59,61,54,502
517190154185.png,122,100,61,55,50,502
517190154185.png,122,101,61,57,53,502
517190154185.png,122,101,60,63,61,502
517190154185.png,120,99,58,63,63,502
517190154185.png,121,100,60,58,51,502
517190154185.png,121,100,60,58,50,502
517190154185.png,121,100,60,69,53,502
517196152181.png,121,100,61,78,63,502
517196152181.png,120,99,60,59,53,502
517196152181.png,121,100,61,49,47,502
517196152181.png,121,100,61,56,55,502
517196152181.png,121,100,61,62,59,502
517196152181.png,119,98,59,62,60,502
517196152181.png,121,99,61,57,53,502
517196152181.png,121,100,61,56,52,502
517196152181.png,120,99,60,63,48,502
517196152181.png,121,100,61,78,63,502
517196152181.png,120,99,60,59,53,502
517196152181.png,121,100,61,49,47,502
517196152181.png,121,100,61,56,55,502
517196152181.png,121,100,61,62,59,502
517196152181.png,119,98,59,62,60,502
517196152181.png,121,99,61,57,53,502
517196152181.png,121,100,61,56,52,502
517196152181.png,120,99,60,63,48,502
518138163197.png,71,55,28,46,58,502
518138163197.png,71,55,27,43,51,502
518138163197.png,72,56,28,42,52,502
518138163197.png,71,55,28,42,52,502
518138163197.png,71,55,27,44,55,502
518138163197.png,71,55,28,44,61,502
518138163197.png,71,55,28,47,62,502
518138163197.png,71,56,28,39,57,502
518138163197.png,71,55,28,41,56,502
518138163197.png,71,55,28,46,58,502
518138163197.png,71,55,27,43,51,502
518138163197.png,72,56,28,42,52,502
518138163197.png,71,55,28,42,52,502
518138163197.png,71,55,27,44,55,502
518138163197.png,71,55,28,44,61,502
518138163197.png,71,55,28,47,62,502
518138163197.png,71,56,28,39,57,502
518138163197.png,71,55,28,41,56,502
518192152183.png,123,101,63,73,57,502
518192152183.png,121,100,61,56,54,502
518192152183.png,121,100,61,52,49,502
518192152183.png,122,101,62,56,53,502
518192152183.png,122,100,62,60,61,502
518192152183.png,120,99,60,63,61,502
518192152183.png,122,100,62,57,51,502
518192152183.png,122,100,62,56,49,502
518192152183.png,121,99,61,65,50,502
518192152183.png,123,101,63,73,57,502
518192152183.png,121,100,61,56,54,502
518192152183.png,121,100,61,52,49,502
518192152183.png,122,101,62,56,53,502
518192152183.png,122,100,62,60,61,502
518192152183.png,120,99,60,63,61,502
518192152183.png,122,100,62,57,51,502
518192152183.png,122,100,62,56,49,502
518192152183.png,121,99,61,65,50,502
518192160189.png,125,104,64,81,66,502
518192160189.png,123,102,62,59,55,502
518192160189.png,123,101,62,52,42,502
518192160189.png,124,103,63,67,53,502
518192160189.png,124,102,63,61,57,502
518192160189.png,124,103,63,60,55,502
518192160189.png,123,102,62,62,57,502
518192160189.png,124,102,62,64,54,502
518192160189.png,125,103,64,69,53,502
518192160189.png,125,104,64,81,66,502
518192160189.png,123,102,62,59,55,502
518192160189.png,123,101,62,52,42,502
518192160189.png,124,103,63,67,53,502
518192160189.png,124,102,63,61,57,502
518192160189.png,124,103,63,60,55,502
518192160189.png,123,102,62,62,57,502
518192160189.png,124,102,62,64,54,502
518192160189.png,125,103,64,69,53,502
518229189222.png,130,107,68,85,64,502
518229189222.png,129,105,66,63,53,502
518229189222.png,130,107,67,58,42,502
518229189222.png,131,108,68,70,53,502
518229189222.png,130,107,68,69,63,502
518229189222.png,131,107,68,66,65,502
518229189222.png,129,106,67,74,65,502
518229189222.png,131,107,68,72,66,502
518229189222.png,130,107,68,79,66,502
518229189222.png,130,107,68,85,64,502
518229189222.png,129,105,66,63,53,502
518229189222.png,130,107,67,58,42,502
518229189222.png,131,108,68,70,53,502
518229189222.png,130,107,68,69,63,502
518229189222.png,131,107,68,66,65,502
518229189222.png,129,106,67,74,65,502
518229189222.png,131,107,68,72,66,502
518229189222.png,130,107,68,79,66,502
518240196224.png,151,129,88,95,74,502
518240196224.png,150,129,87,82,63,502
518240196224.png,148,126,84,83,61,502
518240196224.png,149,127,86,80,55,502
518240196224.png,149,127,86,98,66,502
518240196224.png,151,129,88,81,64,502
518240196224.png,149,127,86,88,78,502
518240196224.png,148,126,85,98,80,502
518240196224.png,149,127,86,84,79,502
518240196224.png,151,129,88,95,74,502
518240196224.png,150,129,87,82,63,502
518240196224.png,148,126,84,83,61,502
518240196224.png,149,127,86,80,55,502
518240196224.png,149,127,86,98,66,502
518240196224.png,151,129,88,81,64,502
518240196224.png,149,127,86,88,78,502
518240196224.png,148,126,85,98,80,502
518240196224.png,149,127,86,84,79,502
519136165192.png,71,55,28,40,55,502
519136165192.png,71,54,27,45,51,502
519136165192.png,72,55,28,41,51,502
519136165192.png,71,55,28,42,50,502
519136165192.png,71,54,27,42,56,502
519136165192.png,71,55,28,41,58,502
519136165192.png,71,55,28,46,60,502
519136165192.png,71,55,28,43,61,502
519136165192.png,71,55,28,40,55,502
519136165192.png,71,55,28,40,55,502
519136165192.png,71,54,27,45,51,502
519136165192.png,72,55,28,41,51,502
519136165192.png,71,55,28,42,50,502
519136165192.png,71,54,27,42,56,502
519136165192.png,71,55,28,41,58,502
519136165192.png,71,55,28,46,60,502
519136165192.png,71,55,28,43,61,502
519136165192.png,71,55,28,40,55,502
613199238198.png,118,99,63,82,69,502
613199238198.png,114,96,60,67,66,502
613199238198.png,114,95,59,62,57,502
613199238198.png,115,97,61,81,69,502
613199238198.png,115,97,61,73,68,502
613199238198.png,115,96,60,74,74,502
613199238198.png,114,95,59,72,60,502
613199238198.png,114,96,60,68,65,502
613199238198.png,117,99,64,66,59,502
613199238198.png,118,99,63,82,69,502
613199238198.png,114,96,60,67,66,502
613199238198.png,114,95,59,62,57,502
613199238198.png,115,97,61,81,69,502
613199238198.png,115,97,61,73,68,502
613199238198.png,115,96,60,74,74,502
613199238198.png,114,95,59,72,60,502
613199238198.png,114,96,60,68,65,502
613199238198.png,117,99,64,66,59,502
640302168143.png,112,90,53,104,69,502
640302168143.png,113,91,54,80,64,502
640302168143.png,113,90,54,87,63,502
640302168143.png,117,94,57,76,65,502
640302168143.png,107,85,48,76,64,502
640302168143.png,111,89,53,83,71,502
640302168143.png,114,91,55,107,85,502
640302168143.png,117,94,57,109,79,502
640302168143.png,111,89,52,101,64,502
640302168143.png,112,90,53,104,69,502
640302168143.png,113,91,54,80,64,502
640302168143.png,113,90,54,87,63,502
640302168143.png,117,94,57,76,65,502
640302168143.png,107,85,48,76,64,502
640302168143.png,111,89,53,83,71,502
640302168143.png,114,91,55,107,85,502
640302168143.png,117,94,57,109,79,502
640302168143.png,111,89,52,101,64,502
684430211232.png,164,146,99,118,86,502
684430211232.png,161,142,96,110,82,502
684430211232.png,164,145,100,90,72,502
684430211232.png,162,144,98,102,78,502
684430211232.png,163,144,99,113,82,502
684430211232.png,163,144,98,113,79,502
684430211232.png,164,146,100,96,69,502
684430211232.png,162,144,99,102,83,502
684430211232.png,160,141,95,101,76,502
684430211232.png,164,146,99,118,86,502
684430211232.png,161,142,96,110,82,502
684430211232.png,164,145,100,90,72,502
684430211232.png,162,144,98,102,78,502
684430211232.png,163,144,99,113,82,502
684430211232.png,163,144,98,113,79,502
684430211232.png,164,146,100,96,69,502
684430211232.png,162,144,99,103,83,502
684430211232.png,160,141,95,101,76,502
227515172193.png,108,101,90,75,59,51
227515172193.png,109,102,91,66,61,51
227515172193.png,114,107,96,74,57,51
227515172193.png,106,100,89,69,48,51
227515172193.png,104,98,87,85,58,51
227515172193.png,108,101,90,86,57,51
227515172193.png,113,107,96,79,50,51
227515172193.png,110,104,92,74,54,51
227515172193.png,105,99,88,77,50,51
227515172193.png,108,101,90,75,59,51
227515172193.png,109,102,91,66,61,51
227515172193.png,114,107,96,74,57,51
227515172193.png,106,100,89,69,48,51
227515172193.png,104,98,87,85,58,51
227515172193.png,108,101,90,86,57,51
227515172193.png,113,107,96,79,50,51
227515172193.png,110,104,92,74,54,51
227515172193.png,105,99,88,77,50,51
228161169192.png,230,221,207,141,88,51
228161169192.png,225,216,202,123,82,51
228161169192.png,225,216,201,143,82,51
228161169192.png,229,221,206,150,83,51
228161169192.png,228,219,205,127,91,51
228161169192.png,231,223,209,153,82,51
228161169192.png,226,217,203,130,92,51
228161169192.png,225,216,201,149,86,51
228161169192.png,235,226,211,121,75,51
228161169192.png,230,221,207,141,88,51
228161169192.png,225,216,202,123,82,51
228161169192.png,225,216,201,143,82,51
228161169192.png,229,221,206,150,83,51
228161169192.png,228,219,205,127,91,51
228161169192.png,231,223,209,153,82,51
228161169192.png,226,217,203,130,92,51
228161169192.png,225,216,201,149,86,51
228161169192.png,235,226,211,121,75,51
328106110118.png,99,91,81,62,65,51
328106110118.png,95,88,77,64,55,51
328106110118.png,99,91,81,64,55,51
328106110118.png,101,94,83,51,46,51
328106110118.png,101,93,83,64,56,51
328106110118.png,97,90,80,65,52,51
328106110118.png,95,88,78,60,52,51
328106110118.png,100,93,82,62,47,51
328106110118.png,99,92,81,46,53,51
328106110118.png,99,91,81,62,65,51
328106110118.png,95,88,77,64,55,51
328106110118.png,99,91,81,64,55,51
328106110118.png,101,94,83,51,46,51
328106110118.png,101,93,83,64,56,51
328106110118.png,97,90,80,65,52,51
328106110118.png,95,88,78,60,52,51
328106110118.png,100,93,82,62,47,51
328106110118.png,99,92,81,46,53,51
330105109119.png,99,92,81,61,62,51
330105109119.png,96,88,78,59,55,51
330105109119.png,98,90,80,64,55,51
330105109119.png,101,94,83,50,44,51
330105109119.png,100,93,82,62,57,51
330105109119.png,98,90,80,65,52,51
330105109119.png,95,87,77,60,54,51
330105109119.png,101,93,83,65,50,51
330105109119.png,99,92,81,48,51,51
330105109119.png,99,92,81,61,62,51
330105109119.png,96,88,78,59,55,51
330105109119.png,98,90,80,64,55,51
330105109119.png,101,94,83,50,44,51
330105109119.png,100,93,82,62,57,51
330105109119.png,98,90,80,65,52,51
330105109119.png,95,87,77,60,54,51
330105109119.png,101,93,83,65,50,51
330105109119.png,99,92,81,48,51,51
346301120146.png,179,165,145,137,82,51
346301120146.png,175,161,142,116,69,51
346301120146.png,175,161,142,105,64,51
346301120146.png,189,175,156,125,70,51
346301120146.png,189,174,155,107,64,51
346301120146.png,185,171,152,93,70,51
346301120146.png,175,161,142,93,63,51
346301120146.png,176,162,143,101,69,51
346301120146.png,194,180,161,118,72,51
346301120146.png,179,165,145,137,82,51
346301120146.png,175,161,142,116,69,51
346301120146.png,175,161,142,105,64,51
346301120146.png,189,175,156,125,70,51
346301120146.png,189,174,155,107,64,51
346301120146.png,185,171,152,93,70,51
346301120146.png,175,161,142,93,63,51
346301120146.png,176,162,143,101,69,51
346301120146.png,194,180,161,118,72,51
3534439399.png,115,107,95,76,70,51
3534439399.png,112,103,91,57,55,51
3534439399.png,116,107,95,76,51,51
3534439399.png,108,99,87,83,59,51
3534439399.png,111,103,91,82,60,51
3534439399.png,116,107,96,81,59,51
3534439399.png,115,107,95,69,55,51
3534439399.png,112,103,91,79,67,51
3534439399.png,106,97,85,78,56,51
3534439399.png,115,107,95,76,70,51
3534439399.png,112,103,91,57,55,51
3534439399.png,116,107,95,76,51,51
3534439399.png,108,99,87,83,59,51
3534439399.png,111,103,91,82,60,51
3534439399.png,116,107,96,81,59,51
3534439399.png,115,107,95,69,55,51
3534439399.png,112,103,91,79,67,51
3534439399.png,106,97,85,78,56,51
363453111104.png,133,124,110,75,60,51
363453111104.png,146,136,124,61,53,51
363453111104.png,133,123,109,65,62,51
363453111104.png,133,123,109,91,67,51
363453111104.png,132,122,109,109,81,51
363453111104.png,138,128,116,91,73,51
363453111104.png,137,127,114,93,58,51
363453111104.png,137,127,114,74,58,51
363453111104.png,138,129,115,78,75,51
363453111104.png,133,124,110,75,60,51
363453111104.png,146,136,124,61,53,51
363453111104.png,133,123,109,65,62,51
363453111104.png,133,123,109,91,67,51
363453111104.png,132,122,109,109,81,51
363453111104.png,138,128,116,91,73,51
363453111104.png,137,127,114,93,58,51
363453111104.png,137,127,114,74,58,51
363453111104.png,138,129,115,78,75,51
482198108124.png,101,92,81,47,55,51
482198108124.png,97,88,76,56,53,51
482198108124.png,104,95,84,62,59,51
482198108124.png,105,96,84,65,65,51
482198108124.png,102,93,81,64,68,51
482198108124.png,101,92,81,56,62,51
482198108124.png,98,89,77,50,58,51
482198108124.png,106,97,85,44,50,51
482198108124.png,106,97,85,50,47,51
482198108124.png,101,92,81,47,55,51
482198108124.png,97,88,76,56,53,51
482198108124.png,104,95,84,62,59,51
482198108124.png,105,96,84,65,65,51
482198108124.png,102,93,81,64,68,51
482198108124.png,101,92,81,56,62,51
482198108124.png,98,89,77,50,58,51
482198108124.png,106,97,85,44,50,51
482198108124.png,106,97,85,50,47,51
482333106120.png,172,162,144,104,73,51
482333106120.png,164,153,135,98,67,51
482333106120.png,173,163,145,101,68,51
482333106120.png,171,161,143,85,61,51
482333106120.png,169,159,141,121,75,51
482333106120.png,163,153,135,121,70,51
482333106120.png,172,162,145,95,64,51
482333106120.png,179,169,152,100,78,51
482333106120.png,173,164,146,76,62,51
482333106120.png,172,162,144,104,73,51
482333106120.png,164,153,135,98,67,51
482333106120.png,173,163,145,101,68,51
482333106120.png,171,161,143,85,61,51
482333106120.png,169,159,141,121,75,51
482333106120.png,163,153,135,121,70,51
482333106120.png,172,162,145,95,64,51
482333106120.png,179,169,152,99,78,51
482333106120.png,173,164,146,76,62,51
484161108126.png,103,94,81,58,62,51
484161108126.png,109,101,88,68,62,51
484161108126.png,113,104,91,72,62,51
484161108126.png,112,104,91,63,59,51
484161108126.png,107,98,85,65,64,51
484161108126.png,102,93,81,58,62,51
484161108126.png,112,104,91,45,45,51
484161108126.png,112,104,91,55,43,51
484161108126.png,110,102,89,43,45,51
484161108126.png,103,94,81,58,62,51
484161108126.png,109,101,88,68,62,51
484161108126.png,113,104,91,72,62,51
484161108126.png,112,104,91,63,59,51
484161108126.png,107,98,85,65,64,51
484161108126.png,102,93,81,58,62,51
484161108126.png,112,104,91,45,45,51
484161108126.png,112,104,91,55,43,51
484161108126.png,110,102,89,43,45,51
484333106120.png,172,160,143,109,72,51
484333106120.png,166,154,138,97,68,51
484333106120.png,175,164,148,98,69,51
484333106120.png,172,161,145,87,62,51
484333106120.png,171,160,142,118,74,51
484333106120.png,166,155,137,121,71,51
484333106120.png,174,163,146,95,62,51
484333106120.png,181,170,153,100,77,51
484333106120.png,175,164,147,75,61,51
484333106120.png,172,160,143,109,72,51
484333106120.png,166,154,138,96,68,51
484333106120.png,175,164,148,98,69,51
484333106120.png,172,161,145,87,62,51
484333106120.png,171,160,142,118,74,51
484333106120.png,166,155,137,121,71,51
484333106120.png,174,163,146,95,62,51
484333106120.png,181,170,153,100,77,51
484333106120.png,175,164,147,75,61,51
485155106121.png,99,90,78,55,61,51
485155106121.png,96,87,75,56,51,51
485155106121.png,105,96,84,62,59,51
485155106121.png,104,96,83,62,63,51
485155106121.png,102,93,81,58,63,51
485155106121.png,100,91,80,58,59,51
485155106121.png,103,94,82,52,53,51
485155106121.png,106,97,85,47,49,51
485155106121.png,106,97,84,51,45,51
485155106121.png,99,90,78,55,61,51
485155106121.png,96,87,75,56,51,51
485155106121.png,105,96,84,62,59,51
485155106121.png,104,96,83,62,63,51
485155106121.png,102,93,81,58,63,51
485155106121.png,100,91,80,58,59,51
485155106121.png,103,94,82,52,53,51
485155106121.png,106,97,85,47,49,51
485155106121.png,106,97,84,51,45,51
536346103114.png,158,149,135,85,75,51
536346103114.png,158,150,136,73,60,51
536346103114.png,168,161,147,77,68,51
536346103114.png,173,164,150,87,68,51
536346103114.png,156,148,133,101,74,51
536346103114.png,163,155,141,100,76,51
536346103114.png,162,154,140,89,67,51
536346103114.png,175,167,152,61,43,51
536346103114.png,167,158,144,66,45,51
536346103114.png,158,149,135,85,75,51
536346103114.png,158,150,136,73,60,51
536346103114.png,168,161,147,77,68,51
536346103114.png,173,164,150,87,68,51
536346103114.png,156,148,133,101,73,51
536346103114.png,163,155,141,100,76,51
536346103114.png,162,154,140,89,67,51
536346103114.png,175,167,152,61,43,51
536346103114.png,167,158,144,66,45,51
541351101112.png,149,140,126,69,56,51
541351101112.png,159,151,137,70,55,51
541351101112.png,160,152,138,71,67,51
541351101112.png,167,159,145,86,61,51
541351101112.png,151,143,129,102,73,51
541351101112.png,157,149,135,99,78,51
541351101112.png,159,150,136,91,70,51
541351101112.png,168,160,145,67,53,51
541351101112.png,166,158,143,63,48,51
541351101112.png,149,140,126,69,56,51
541351101112.png,159,151,137,70,55,51
541351101112.png,160,152,138,71,67,51
541351101112.png,167,159,145,86,61,51
541351101112.png,151,143,129,102,73,51
541351101112.png,157,149,135,99,77,51
541351101112.png,159,150,136,91,70,51
541351101112.png,168,160,145,67,53,51
541351101112.png,166,158,143,63,48,51
542339105124.png,187,175,153,129,73,51
542339105124.png,189,177,154,142,84,51
542339105124.png,187,175,152,113,80,51
542339105124.png,182,169,147,139,79,51
542339105124.png,192,181,159,145,82,51
542339105124.png,192,179,157,137,75,51
542339105124.png,196,184,161,123,73,51
542339105124.png,188,176,153,106,77,51
542339105124.png,193,182,159,113,78,51
542339105124.png,187,175,153,129,73,51
542339105124.png,189,177,154,142,84,51
542339105124.png,187,175,152,113,80,51
542339105124.png,182,169,147,139,79,51
542339105124.png,192,181,159,145,82,51
542339105124.png,192,179,157,137,75,51
542339105124.png,196,184,161,123,73,51
542339105124.png,188,176,153,106,77,51
542339105124.png,193,182,159,113,78,51
542351102111.png,152,143,129,76,54,51
542351102111.png,163,153,140,70,54,51
542351102111.png,159,151,137,63,55,51
542351102111.png,163,154,141,89,67,51
542351102111.png,155,146,132,101,69,51
542351102111.png,161,152,138,91,73,51
542351102111.png,161,153,139,88,69,51
542351102111.png,162,153,140,64,51,51
542351102111.png,169,160,146,65,48,51
542351102111.png,152,143,129,76,54,51
542351102111.png,163,153,140,70,54,51
542351102111.png,159,151,137,63,55,51
542351102111.png,163,154,141,89,67,51
542351102111.png,155,146,132,101,69,51
542351102111.png,161,152,138,91,73,51
542351102111.png,161,153,139,88,69,51
542351102111.png,162,153,140,64,51,51
542351102111.png,169,160,146,65,48,51
556130103128.png,104,96,87,95,62,51
556130103128.png,96,88,80,86,60,51
556130103128.png,106,98,90,102,87,51
556130103128.png,98,90,82,116,78,51
556130103128.png,100,92,83,120,77,51
556130103128.png,92,84,75,104,80,51
556130103128.png,96,89,80,85,65,51
556130103128.png,104,96,88,102,77,51
556130103128.png,98,90,81,68,53,51
556130103128.png,104,96,87,95,62,51
556130103128.png,96,88,80,86,60,51
556130103128.png,106,98,90,102,87,51
556130103128.png,98,90,82,116,78,51
556130103128.png,100,92,83,120,77,51
556130103128.png,92,84,75,104,80,51
556130103128.png,96,89,80,85,65,51
556130103128.png,104,96,88,102,77,51
556130103128.png,98,90,81,68,53,51
556251138157.png,193,182,167,101,77,51
556251138157.png,197,186,170,107,81,51
556251138157.png,187,176,160,101,66,51
556251138157.png,192,181,165,108,63,51
556251138157.png,192,181,166,126,74,51
556251138157.png,201,190,175,125,86,51
556251138157.png,181,170,154,109,70,51
556251138157.png,189,178,162,92,70,51
556251138157.png,184,172,157,114,71,51
556251138157.png,193,182,167,101,77,51
556251138157.png,197,186,170,107,81,51
556251138157.png,187,176,160,101,66,51
556251138157.png,192,181,165,108,63,51
556251138157.png,192,181,166,126,74,51
556251138157.png,201,190,175,125,86,51
556251138157.png,181,170,154,109,70,51
556251138157.png,189,178,162,91,70,51
556251138157.png,184,172,157,114,71,51
557139104129.png,127,120,111,100,66,51
557139104129.png,116,108,100,100,66,51
557139104129.png,121,114,105,107,87,51
557139104129.png,116,109,100,114,78,51
557139104129.png,124,117,108,128,83,51
557139104129.png,115,107,98,124,86,51
557139104129.png,117,110,101,95,64,51
557139104129.png,118,111,102,107,78,51
557139104129.png,121,113,104,86,68,51
557139104129.png,127,120,111,100,66,51
557139104129.png,116,108,100,100,66,51
557139104129.png,121,114,105,107,88,51
557139104129.png,116,109,100,114,78,51
557139104129.png,124,117,108,128,83,51
557139104129.png,115,107,98,124,86,51
557139104129.png,117,110,101,95,64,51
557139104129.png,118,111,102,107,78,51
557139104129.png,121,113,104,86,68,51
58736795107.png,155,146,133,89,72,51
58736795107.png,163,154,140,75,57,51
58736795107.png,166,157,144,71,63,51
58736795107.png,170,161,148,95,63,51
58736795107.png,163,154,141,94,68,51
58736795107.png,151,141,128,98,75,51
58736795107.png,157,148,135,87,70,51
58736795107.png,168,159,146,67,57,51
58736795107.png,166,157,144,64,50,51
58736795107.png,155,146,133,89,72,51
58736795107.png,163,154,140,75,57,51
58736795107.png,166,157,144,71,63,51
58736795107.png,170,161,148,95,63,51
58736795107.png,163,154,141,94,67,51
58736795107.png,151,141,128,97,75,51
58736795107.png,157,148,135,87,70,51
58736795107.png,168,159,146,67,57,51
58736795107.png,166,157,144,64,50,51
508191100129.png,181,165,147,136,73,52
508191100129.png,183,168,149,75,48,52
508191100129.png,178,163,144,92,57,52
508191100129.png,181,165,147,115,64,52
508191100129.png,190,175,156,112,73,52
508191100129.png,178,162,144,101,67,52
508191100129.png,189,174,155,108,69,52
508191100129.png,179,164,145,110,67,52
508191100129.png,190,174,156,99,70,52
508191100129.png,181,165,147,136,73,52
508191100129.png,183,168,149,75,48,52
508191100129.png,178,163,144,92,57,52
508191100129.png,181,165,147,115,64,52
508191100129.png,190,175,156,112,74,52
508191100129.png,178,162,144,101,67,52
508191100129.png,189,174,155,108,69,52
508191100129.png,179,164,145,110,68,52
508191100129.png,190,174,156,99,70,52
509188102113.png,215,197,170,132,85,52
509188102113.png,222,206,179,116,71,52
509188102113.png,230,213,187,113,83,52
509188102113.png,224,207,180,110,62,52
509188102113.png,224,208,181,123,70,52
509188102113.png,223,206,179,110,63,52
509188102113.png,230,214,188,114,62,52
509188102113.png,221,204,177,108,76,52
509188102113.png,225,208,181,114,71,52
509188102113.png,215,197,170,132,85,52
509188102113.png,222,206,179,116,71,52
509188102113.png,230,213,187,113,83,52
509188102113.png,224,207,180,110,62,52
509188102113.png,224,208,181,123,70,52
509188102113.png,223,206,179,110,63,52
509188102113.png,230,214,188,114,62,52
509188102113.png,221,204,177,108,76,52
509188102113.png,225,208,181,114,71,52
510357105120.png,145,132,115,100,65,52
510357105120.png,151,137,120,58,39,52
510357105120.png,146,132,114,86,41,52
510357105120.png,146,132,115,104,61,52
510357105120.png,149,136,118,89,51,52
510357105120.png,145,131,114,91,58,52
510357105120.png,146,132,115,61,41,52
510357105120.png,144,130,113,60,35,52
510357105120.png,146,133,115,66,40,52
510357105120.png,145,132,115,100,65,52
510357105120.png,151,137,120,58,39,52
510357105120.png,146,132,114,86,41,52
510357105120.png,146,132,115,104,61,52
510357105120.png,149,136,118,89,51,52
510357105120.png,145,131,114,91,58,52
510357105120.png,146,132,115,61,41,52
510357105120.png,144,130,113,60,35,52
510357105120.png,146,133,115,66,40,52
514360104114.png,166,151,132,95,60,52
514360104114.png,166,152,133,78,54,52
514360104114.png,169,155,137,80,50,52
514360104114.png,163,149,130,68,42,52
514360104114.png,164,150,131,75,40,52
514360104114.png,170,155,136,92,56,52
